subject,sessionIndex,rep,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
s004,6,20,0.1328,0.218,0.0852,0.1214,0.2024,0.081,0.1046,0.1032,-0.0014,0.0793,0.2004,0.1211,0.0876,0.3555,0.2679,0.1452,0.1951,0.0499,0.1109,0.0819,-0.029,0.1954,0.1466,-0.0488,0.0821,0.1256,0.0435,0.09,0.1831,0.0931,0.0871
s004,6,21,0.1011,0.3219,0.2208,0.109,0.1349,0.0259,0.1085,0.1149,0.0064,0.0863,0.2214,0.1351,0.085,0.3598,0.2748,0.1181,0.1633,0.0452,0.1106,0.1128,0.0022,0.1718,0.1069,-0.0649,0.0932,0.141,0.0478,0.118,0.2269,0.1089,0.0671
s004,6,22,0.0837,0.1617,0.078,0.0956,0.1022,0.0066,0.108,0.0613,-0.0467,0.08,0.2009,0.1209,0.1225,0.3392,0.2167,0.127,0.1669,0.0399,0.0943,0.0798,-0.0145,0.1577,0.1413,-0.0164,0.0809,0.2266,0.1457,0.0913,0.2287,0.1374,0.0797
s004,6,23,0.1143,0.1836,0.0693,0.0979,0.1293,0.0314,0.1209,0.0839,-0.037,0.0727,0.4962,0.4235,0.0887,0.3192,0.2305,0.1289,0.1793,0.0504,0.114,0.2943,0.1803,0.1262,0.1109,-0.0153,0.0932,0.1692,0.076,0.0858,0.1733,0.0875,0.0805
s004,6,24,0.1072,0.1333,0.0261,0.1016,0.1388,0.0372,0.1153,0.0942,-0.0211,0.0797,0.1824,0.1027,0.0771,0.3139,0.2368,0.1247,0.1701,0.0454,0.0977,0.1208,0.0231,0.1354,0.0681,-0.0673,0.0845,0.1243,0.0398,0.0853,0.1892,0.1039,0.0729
s004,6,25,0.1172,0.2076,0.0904,0.1132,0.1607,0.0475,0.1138,0.09,-0.0238,0.0671,0.2275,0.1604,0.1103,0.3862,0.2759,0.1439,0.1825,0.0386,0.1098,0.1453,0.0355,0.1302,0.1125,-0.0177,0.1038,0.1703,0.0665,0.0937,0.1994,0.1057,0.0784
s004,6,26,0.1103,0.1815,0.0712,0.0995,0.1497,0.0502,0.1043,0.0945,-0.0098,0.0798,0.2073,0.1275,0.0942,0.3571,0.2629,0.1679,0.2001,0.0322,0.1164,0.1553,0.0389,0.1524,0.075,-0.0774,0.0708,0.1244,0.0536,0.0956,0.1942,0.0986,0.0731
s004,6,27,0.1093,0.1554,0.0461,0.1288,0.2091,0.0803,0.1246,0.1774,0.0528,0.0869,0.2233,0.1364,0.1095,0.3611,0.2516,0.1447,0.1587,0.014,0.0942,0.1091,0.0149,0.1238,0.0932,-0.0306,0.0716,0.118,0.0464,0.0919,0.1905,0.0986,0.0784
s004,6,28,0.1,0.1385,0.0385,0.1032,0.1217,0.0185,0.1259,0.1278,0.0019,0.0694,0.1744,0.105,0.0755,0.3189,0.2434,0.1281,0.182,0.0539,0.0943,0.093,-0.0013,0.1503,0.1207,-0.0296,0.116,0.1962,0.0802,0.0895,0.1921,0.1026,0.0768
s004,6,29,0.0945,0.1736,0.0791,0.1169,0.208,0.0911,0.1053,0.1373,0.032,0.0787,0.2109,0.1322,0.0934,0.3373,0.2439,0.1624,0.2358,0.0734,0.1043,0.1065,0.0022,0.1542,0.1212,-0.033,0.0845,0.1304,0.0459,0.0832,0.1781,0.0949,0.0797
s004,6,30,0.1077,0.1657,0.058,0.1,0.1863,0.0863,0.1127,0.1209,0.0082,0.0824,0.193,0.1106,0.0979,0.3363,0.2384,0.1481,0.1919,0.0438,0.1185,0.1999,0.0814,0.1236,0.0943,-0.0293,0.0671,0.1304,0.0633,0.0869,0.1776,0.0907,0.0792
s004,6,31,0.0961,0.1639,0.0678,0.1056,0.1716,0.066,0.1135,0.1568,0.0433,0.0966,0.2375,0.1409,0.0826,0.3632,0.2806,0.1608,0.2078,0.047,0.1209,0.0911,-0.0298,0.1476,0.0885,-0.0591,0.0848,0.1323,0.0475,0.0779,0.1773,0.0994,0.0768
s004,6,32,0.0979,0.1606,0.0627,0.0982,0.1592,0.061,0.1041,0.099,-0.0051,0.088,0.178,0.09,0.0866,0.4192,0.3326,0.1703,0.2915,0.1212,0.0948,0.1036,0.0088,0.136,0.1051,-0.0309,0.0779,0.1354,0.0575,0.0818,0.1693,0.0875,0.0816
s004,6,33,0.1217,0.3441,0.2224,0.0987,0.1468,0.0481,0.1133,0.1056,-0.0077,0.0785,0.1846,0.1061,0.1019,0.3398,0.2379,0.1344,0.1759,0.0415,0.1035,0.1382,0.0347,0.1336,0.0996,-0.034,0.0808,0.1357,0.0549,0.0832,0.1776,0.0944,0.0715
s004,6,34,0.1019,0.281,0.1791,0.0934,0.2,0.1066,0.1214,0.1679,0.0465,0.07,0.2093,0.1393,0.1032,0.3442,0.241,0.1549,0.1866,0.0317,0.1033,0.102,-0.0013,0.1621,0.098,-0.0641,0.0826,0.1145,0.0319,0.0977,0.1952,0.0975,0.0787
s004,6,35,0.1045,0.1704,0.0659,0.1082,0.1425,0.0343,0.1093,1.7069,1.5976,0.1024,0.2328,0.1304,0.0861,0.2946,0.2085,0.136,0.2226,0.0866,0.0953,0.0766,-0.0187,0.1389,0.1944,0.0555,0.1117,0.2587,0.147,0.0325,0.3456,0.3131,0.0792
s004,6,36,0.1146,0.2433,0.1287,0.1101,0.1305,0.0204,0.1125,0.0863,-0.0262,0.0814,0.1658,0.0844,0.0932,0.3199,0.2267,0.1378,0.175,0.0372,0.1022,0.1001,-0.0021,0.1315,0.0959,-0.0356,0.0705,0.1154,0.0449,0.0964,0.1937,0.0973,0.0689
s004,6,37,0.1003,0.1633,0.063,0.1188,0.1645,0.0457,0.1127,0.104,-0.0087,0.0974,0.1977,0.1003,0.1082,0.326,0.2178,0.1336,0.1848,0.0512,0.1051,0.1202,0.0151,0.1512,0.0974,-0.0538,0.0921,0.1264,0.0343,0.1008,0.2063,0.1055,0.0853
s004,6,38,0.094,0.1567,0.0627,0.1365,0.1848,0.0483,0.1175,0.1452,0.0277,0.0895,0.2088,0.1193,0.0937,0.3239,0.2302,0.1494,0.1827,0.0333,0.1077,0.1273,0.0196,0.1478,0.1035,-0.0443,0.0726,0.4067,0.3341,0.1059,0.2633,0.1574,0.0929
s004,6,39,0.0948,0.3262,0.2314,0.1072,0.1239,0.0167,0.1148,0.1262,0.0114,0.0686,0.1309,0.0623,0.0813,0.3984,0.3171,0.1555,0.189,0.0335,0.0832,0.1047,0.0215,0.1307,0.098,-0.0327,0.0766,0.1209,0.0443,0.0921,0.1939,0.1018,0.0681
s004,6,40,0.1037,0.1712,0.0675,0.1106,0.1407,0.0301,0.1204,0.1122,-0.0082,0.0837,0.1853,0.1016,0.0974,0.3319,0.2345,0.1586,0.2035,0.0449,0.1172,0.1413,0.0241,0.1431,0.0906,-0.0525,0.0898,0.1378,0.048,0.1011,0.1942,0.0931,0.0671
s004,6,41,0.1241,0.1467,0.0226,0.1317,0.1552,0.0235,0.1247,0.0758,-0.0489,0.0893,0.1579,0.0686,0.1098,0.3411,0.2313,0.1413,0.1743,0.033,0.1283,0.2379,0.1096,0.1397,0.0911,-0.0486,0.0893,0.1629,0.0736,0.0908,0.1894,0.0986,0.0737
s004,6,42,0.1383,0.2029,0.0646,0.1164,0.1436,0.0272,0.1172,0.1325,0.0153,0.0869,0.1684,0.0815,0.1,0.3706,0.2706,0.1914,0.2482,0.0568,0.1119,0.1339,0.022,0.1383,0.099,-0.0393,0.094,0.1684,0.0744,0.0803,0.2034,0.1231,0.0758
s004,6,43,0.1172,0.176,0.0588,0.1198,0.2402,0.1204,0.1227,0.1644,0.0417,0.0913,0.248,0.1567,0.1111,0.5711,0.46,0.1178,0.1912,0.0734,0.1041,0.1028,-0.0013,0.1299,0.093,-0.0369,0.0628,0.1198,0.057,0.0892,0.1912,0.102,0.0845
s004,6,44,0.1251,0.1593,0.0342,0.0858,0.1492,0.0634,0.1059,0.1561,0.0502,0.0681,0.1758,0.1077,0.1032,0.3885,0.2853,0.1671,0.2724,0.1053,0.1206,0.2125,0.0919,0.136,0.0811,-0.0549,0.0795,0.1376,0.0581,0.0903,0.1836,0.0933,0.0774
s004,6,45,0.1185,0.1628,0.0443,0.113,0.16,0.047,0.1059,0.1154,0.0095,0.0726,0.1721,0.0995,0.095,0.5733,0.4783,0.1539,0.2503,0.0964,0.1035,0.1054,0.0019,0.1431,0.0998,-0.0433,0.0961,0.1513,0.0552,0.0979,0.1946,0.0967,0.0718
s004,6,46,0.1101,0.1375,0.0274,0.109,0.1674,0.0584,0.1188,0.1035,-0.0153,0.0747,0.2148,0.1401,0.1106,0.4392,0.3286,0.1742,0.2859,0.1117,0.0877,0.074,-0.0137,0.15,0.1028,-0.0472,0.0729,0.1164,0.0435,0.0969,0.191,0.0941,0.0779
s004,6,47,0.0958,0.1356,0.0398,0.1082,0.1494,0.0412,0.1032,0.0686,-0.0346,0.0827,0.8654,0.7827,0.0623,0.6724,0.6101,0.1338,0.1977,0.0639,0.0929,0.0991,0.0062,0.169,0.07,-0.099,0.0863,0.1328,0.0465,0.0916,0.1794,0.0878,0.0855
s004,6,48,0.1217,0.1459,0.0242,0.1124,0.1784,0.066,0.1168,0.1088,-0.008,0.0838,0.1416,0.0578,0.1048,0.3637,0.2589,0.1394,0.159,0.0196,0.1046,0.102,-0.0026,0.1223,0.0893,-0.033,0.0758,0.1249,0.0491,0.0916,0.1883,0.0967,0.0679
s004,6,49,0.081,0.2448,0.1638,0.0998,0.1009,0.0011,0.1132,0.1,-0.0132,0.0684,0.3732,0.3048,0.0853,0.6575,0.5722,0.1383,0.1697,0.0314,0.1088,0.1181,0.0093,0.1281,0.0985,-0.0296,0.0904,0.1543,0.0639,0.0982,0.1889,0.0907,0.0766
s004,6,50,0.1106,0.1425,0.0319,0.1051,0.1247,0.0196,0.1202,0.1093,-0.0109,0.0811,0.2123,0.1312,0.0668,0.3756,0.3088,0.1684,0.332,0.1636,0.1151,0.1859,0.0708,0.1426,0.1299,-0.0127,0.0864,0.1677,0.0813,0.0932,0.1944,0.1012,0.0861
s004,7,1,0.1146,0.1816,0.067,0.0929,0.1264,0.0335,0.0901,0.0288,-0.0613,0.089,0.4096,0.3206,0.1032,0.4233,0.3201,0.1344,0.2115,0.0771,0.1064,0.1025,-0.0039,0.1212,0.1242,0.003,0.0863,0.133,0.0467,0.0919,0.1952,0.1033,0.0803
s004,7,2,0.1241,0.2198,0.0957,0.1027,0.1328,0.0301,0.1072,0.1014,-0.0058,0.0839,0.2156,0.1317,0.0977,0.5102,0.4125,0.1462,0.3014,0.1552,0.113,0.1614,0.0484,0.1231,0.1112,-0.0119,0.0946,0.1455,0.0509,0.0934,0.1952,0.1018,0.0834
s004,7,3,0.0842,0.1372,0.053,0.099,0.113,0.014,0.1054,0.0969,-0.0085,0.07,0.2056,0.1356,0.1014,0.434,0.3326,0.142,0.2312,0.0892,0.0967,0.0798,-0.0169,0.1155,0.0949,-0.0206,0.0969,0.1373,0.0404,0.0937,0.2153,0.1216,0.0623
s004,7,4,0.1016,0.1509,0.0493,0.1064,0.118,0.0116,0.112,0.1109,-0.0011,0.0795,0.1827,0.1032,0.0982,0.388,0.2898,0.1611,0.2242,0.0631,0.0914,0.0877,-0.0037,0.1342,0.0975,-0.0367,0.0932,0.1433,0.0501,0.0821,0.2013,0.1192,0.0692
s004,7,5,0.0903,0.1552,0.0649,0.1093,0.1233,0.014,0.1178,0.1056,-0.0122,0.0814,0.174,0.0926,0.1119,0.439,0.3271,0.1663,0.2769,0.1106,0.1164,0.15,0.0336,0.1175,0.1255,0.008,0.0974,0.1826,0.0852,0.0971,0.2007,0.1036,0.0816
s004,7,6,0.1019,0.1665,0.0646,0.1196,0.1363,0.0167,0.117,0.109,-0.008,0.089,0.1756,0.0866,0.104,0.4047,0.3007,0.2162,0.3057,0.0895,0.0929,0.0782,-0.0147,0.1357,0.1183,-0.0174,0.0953,0.1592,0.0639,0.0729,0.205,0.1321,0.0726
s004,7,7,0.0715,0.2192,0.1477,0.1114,0.1357,0.0243,0.1233,0.132,0.0087,0.0905,0.2425,0.152,0.1053,0.3896,0.2843,0.1555,0.288,0.1325,0.1098,0.1223,0.0125,0.1091,0.1001,-0.009,0.0859,0.1474,0.0615,0.119,0.6121,0.4931,0.0528
s004,7,8,0.1291,0.1697,0.0406,0.1156,0.1415,0.0259,0.1235,0.1351,0.0116,0.1016,0.1992,0.0976,0.1059,0.4145,0.3086,0.1355,0.2063,0.0708,0.1095,0.1339,0.0244,0.1328,0.1027,-0.0301,0.0882,0.161,0.0728,0.1027,0.2311,0.1284,0.0921
s004,7,9,0.1032,0.1541,0.0509,0.1109,0.1349,0.024,0.1,0.1014,0.0014,0.0842,0.213,0.1288,0.0956,0.4354,0.3398,0.1452,0.2236,0.0784,0.0966,0.1059,0.0093,0.1259,0.1384,0.0125,0.0861,0.1542,0.0681,0.094,0.2221,0.1281,0.08
s004,7,10,0.0961,0.2438,0.1477,0.1054,0.0982,-0.0072,0.1307,0.1463,0.0156,0.0731,0.1953,0.1222,0.0966,0.4265,0.3299,0.1666,0.278,0.1114,0.0995,0.1152,0.0157,0.1526,0.1244,-0.0282,0.0956,0.1632,0.0676,0.0998,0.2121,0.1123,0.0721
s004,7,11,0.1254,0.2705,0.1451,0.1244,0.1164,-0.008,0.1292,0.0959,-0.0333,0.0874,0.1808,0.0934,0.0905,0.5672,0.4767,0.1434,0.2226,0.0792,0.1056,0.0692,-0.0364,0.154,0.1025,-0.0515,0.0872,0.1371,0.0499,0.0934,0.2025,0.1091,0.0879
s004,7,12,0.1016,0.1783,0.0767,0.1278,0.1292,0.0014,0.1064,0.043,-0.0634,0.0732,0.2883,0.2151,0.1032,0.4041,0.3009,0.1687,0.2553,0.0866,0.1307,0.1406,0.0099,0.1408,0.0547,-0.0861,0.0837,0.1495,0.0658,0.1098,0.2337,0.1239,0.0905
s004,7,13,0.1288,0.1989,0.0701,0.1486,0.1529,0.0043,0.1207,0.1138,-0.0069,0.0908,0.213,0.1222,0.1272,0.5849,0.4577,0.1449,0.1808,0.0359,0.0951,0.0835,-0.0116,0.1413,0.0803,-0.061,0.0983,0.1469,0.0486,0.0966,0.2065,0.1099,0.0726
s004,7,14,0.1085,0.1979,0.0894,0.1362,0.1402,0.004,0.1183,0.0961,-0.0222,0.1085,0.2236,0.1151,0.119,0.4173,0.2983,0.1595,0.1952,0.0357,0.1288,0.1254,-0.0034,0.151,0.1001,-0.0509,0.0974,0.1512,0.0538,0.1288,0.2567,0.1279,0.0723
s004,7,15,0.1185,0.2118,0.0933,0.1346,0.137,0.0024,0.1146,0.1571,0.0425,0.0832,0.1708,0.0876,0.1101,0.4008,0.2907,0.1658,0.235,0.0692,0.1227,0.1373,0.0146,0.1391,0.0705,-0.0686,0.1059,0.1853,0.0794,0.1008,0.2527,0.1519,0.0797
s004,7,16,0.1312,0.191,0.0598,0.1209,0.1135,-0.0074,0.0972,0.0961,-0.0011,0.0919,0.1827,0.0908,0.1074,0.5846,0.4772,0.1579,0.2582,0.1003,0.104,0.1128,0.0088,0.1331,0.0613,-0.0718,0.0922,0.1571,0.0649,0.0874,0.191,0.1036,0.0855
s004,7,17,0.1006,0.1158,0.0152,0.1396,0.1541,0.0145,0.118,0.052,-0.066,0.084,0.4257,0.3417,0.1161,0.3539,0.2378,0.146,0.2078,0.0618,0.1125,0.1001,-0.0124,0.1666,0.0983,-0.0683,0.0765,0.1288,0.0523,0.085,0.2108,0.1258,0.0602
s004,7,18,0.0916,0.1535,0.0619,0.1177,0.1415,0.0238,0.1135,0.161,0.0475,0.0842,0.2365,0.1523,0.1122,0.5058,0.3936,0.1526,0.2009,0.0483,0.1035,0.112,0.0085,0.1481,0.0948,-0.0533,0.0811,0.1384,0.0573,0.0763,0.1939,0.1176,0.0631
s004,7,19,0.1222,0.1551,0.0329,0.0998,0.1278,0.028,0.1111,0.0752,-0.0359,0.0755,0.1879,0.1124,0.1154,0.372,0.2566,0.1648,0.2298,0.065,0.1096,0.1014,-0.0082,0.1271,0.0883,-0.0388,0.084,0.1326,0.0486,0.0916,0.2034,0.1118,0.0655
s004,7,20,0.1066,0.2031,0.0965,0.1011,0.1244,0.0233,0.1164,0.1679,0.0515,0.0837,0.294,0.2103,0.1029,0.3526,0.2497,0.1597,0.2273,0.0676,0.1109,0.1318,0.0209,0.1399,0.0858,-0.0541,0.0816,0.1362,0.0546,0.0792,0.1736,0.0944,0.0985
s004,7,21,0.0995,0.1609,0.0614,0.1201,0.1412,0.0211,0.1204,0.1114,-0.009,0.0919,0.2262,0.1343,0.1317,0.4015,0.2698,0.1629,0.1959,0.033,0.1251,0.1606,0.0355,0.1294,0.1262,-0.0032,0.0869,0.1587,0.0718,0.0768,0.1991,0.1223,0.0605
s004,7,22,0.1032,0.1733,0.0701,0.1198,0.1394,0.0196,0.0977,0.1014,0.0037,0.0729,0.1977,0.1248,0.1124,0.4141,0.3017,0.1299,0.2368,0.1069,0.1394,0.1173,-0.0221,0.1405,0.0956,-0.0449,0.0951,0.1645,0.0694,0.0737,0.2016,0.1279,0.0774
s004,7,23,0.1003,0.1915,0.0912,0.1214,0.1494,0.028,0.1294,0.1098,-0.0196,0.1017,0.2563,0.1546,0.0731,0.4052,0.3321,0.1528,0.2238,0.071,0.1214,0.1439,0.0225,0.1251,0.0763,-0.0488,0.0855,0.1612,0.0757,0.1027,0.2187,0.116,0.0721
s004,7,24,0.0895,0.2198,0.1303,0.1225,0.1265,0.004,0.1075,0.1056,-0.0019,0.0975,0.2345,0.137,0.0948,0.3382,0.2434,0.1545,0.1994,0.0449,0.1109,0.1363,0.0254,0.1428,0.0589,-0.0839,0.0916,0.161,0.0694,0.0839,0.1973,0.1134,0.0584
s004,7,25,0.0903,0.1807,0.0904,0.1235,0.1301,0.0066,0.119,0.1304,0.0114,0.0787,0.3487,0.27,0.1103,0.3537,0.2434,0.1874,0.2838,0.0964,0.1008,0.1101,0.0093,0.1212,0.1046,-0.0166,0.0813,0.1341,0.0528,0.0916,0.1915,0.0999,0.0715
s004,7,26,0.1188,0.1515,0.0327,0.1037,0.1504,0.0467,0.1141,0.0903,-0.0238,0.0932,0.8735,0.7803,0.1011,0.381,0.2799,0.1673,0.5028,0.3355,0.0776,0.0975,0.0199,0.1574,0.0774,-0.08,0.0811,0.1526,0.0715,0.0731,0.1751,0.102,0.0747
s004,7,27,0.0966,0.1446,0.048,0.1233,0.1262,0.0029,0.1088,0.0768,-0.032,0.0967,0.2194,0.1227,0.0795,0.3804,0.3009,0.1647,0.3922,0.2275,0.1502,0.2846,0.1344,0.1233,0.0787,-0.0446,0.0874,0.1502,0.0628,0.0979,0.2255,0.1276,0.0792
s004,7,28,0.0932,0.1478,0.0546,0.1164,0.1273,0.0109,0.1117,0.0842,-0.0275,0.1091,0.2323,0.1232,0.0768,0.4455,0.3687,0.1362,0.2397,0.1035,0.1183,0.2503,0.132,0.1313,0.1178,-0.0135,0.0911,0.1697,0.0786,0.0813,0.1828,0.1015,0.0871
s004,7,29,0.0859,0.5318,0.4459,0.1246,0.1808,0.0562,0.1244,0.1233,-0.0011,0.0763,0.1837,0.1074,0.114,0.3629,0.2489,0.1421,0.1883,0.0462,0.1265,0.121,-0.0055,0.1631,0.0808,-0.0823,0.081,0.1312,0.0502,0.081,0.2012,0.1202,0.0715
s004,7,30,0.1336,0.2663,0.1327,0.1082,0.1307,0.0225,0.1019,0.1008,-0.0011,0.0808,0.1787,0.0979,0.089,0.4322,0.3432,0.166,0.2658,0.0998,0.0977,0.0869,-0.0108,0.1651,0.1321,-0.033,0.069,0.1363,0.0673,0.0779,0.1868,0.1089,0.0676
s004,7,31,0.1135,0.1266,0.0131,0.1241,0.1901,0.066,0.1175,0.2495,0.132,0.0721,0.2835,0.2114,0.1072,0.3754,0.2682,0.1523,0.2112,0.0589,0.1153,0.1006,-0.0147,0.1386,0.1014,-0.0372,0.089,0.1397,0.0507,0.0979,0.2113,0.1134,0.075
s004,7,32,0.1185,0.1472,0.0287,0.1117,0.1896,0.0779,0.1283,0.1531,0.0248,0.0876,0.2494,0.1618,0.0953,0.3387,0.2434,0.1753,0.3012,0.1259,0.1391,0.2184,0.0793,0.1373,0.0898,-0.0475,0.0998,0.1602,0.0604,0.0898,0.1881,0.0983,0.0882
s004,7,33,0.1117,0.157,0.0453,0.1175,0.1445,0.027,0.1233,0.1624,0.0391,0.0874,0.1835,0.0961,0.0853,0.3551,0.2698,0.1753,0.2112,0.0359,0.1206,0.1273,0.0067,0.1537,0.1017,-0.052,0.0898,0.1431,0.0533,0.0937,0.1955,0.1018,0.0789
s004,7,34,0.1164,0.144,0.0276,0.1164,0.179,0.0626,0.1285,0.1565,0.028,0.0913,0.2188,0.1275,0.1119,0.3664,0.2545,0.1639,0.2254,0.0615,0.1254,0.1228,-0.0026,0.1529,0.107,-0.0459,0.08,0.1183,0.0383,0.0953,0.2121,0.1168,0.0858
s004,7,35,0.1154,0.1475,0.0321,0.1101,0.1592,0.0491,0.1183,0.1592,0.0409,0.1003,0.2135,0.1132,0.0979,0.3585,0.2606,0.2207,0.3239,0.1032,0.099,0.1279,0.0289,0.1518,0.0919,-0.0599,0.0842,0.147,0.0628,0.0961,0.2052,0.1091,0.0826
s004,7,36,0.1135,0.1836,0.0701,0.1159,0.17,0.0541,0.1146,0.1487,0.0341,0.0916,0.2217,0.1301,0.1024,0.4266,0.3242,0.1515,0.2141,0.0626,0.0821,0.1213,0.0392,0.1438,0.1135,-0.0303,0.0797,0.1496,0.0699,0.076,0.1989,0.1229,0.0589
s004,7,37,0.065,0.1752,0.1102,0.1204,0.1529,0.0325,0.0921,0.1428,0.0507,0.0903,0.2795,0.1892,0.108,0.3746,0.2666,0.1615,0.2156,0.0541,0.1167,0.1004,-0.0163,0.1658,0.1091,-0.0567,0.0832,0.1389,0.0557,0.0855,0.1978,0.1123,0.0631
s004,7,38,0.1359,0.1686,0.0327,0.1167,0.1502,0.0335,0.1249,0.1598,0.0349,0.0847,0.1934,0.1087,0.0787,0.3814,0.3027,0.1528,0.2241,0.0713,0.1177,0.1384,0.0207,0.1412,0.1064,-0.0348,0.0832,0.1592,0.076,0.0797,0.1865,0.1068,0.07
s004,7,39,0.0982,0.1789,0.0807,0.1032,0.1243,0.0211,0.119,0.1465,0.0275,0.0723,0.2153,0.143,0.1064,0.3492,0.2428,0.1919,0.3518,0.1599,0.1029,0.1041,0.0012,0.1301,0.136,0.0059,0.085,0.1526,0.0676,0.0755,0.1812,0.1057,0.0853
s004,7,40,0.1051,0.1834,0.0783,0.1188,0.1698,0.051,0.123,0.1069,-0.0161,0.0869,0.2054,0.1185,0.0919,0.3715,0.2796,0.202,0.329,0.127,0.1045,0.0816,-0.0229,0.1102,0.0967,-0.0135,0.0954,0.1614,0.066,0.0842,0.1918,0.1076,0.0776
s004,7,41,0.1299,0.1895,0.0596,0.1185,0.1602,0.0417,0.1346,0.1531,0.0185,0.0919,0.1724,0.0805,0.0971,0.3872,0.2901,0.1666,0.2202,0.0536,0.1038,0.1025,-0.0013,0.1205,0.0756,-0.0449,0.0922,0.1307,0.0385,0.1,0.1952,0.0952,0.0847
s004,7,42,0.0855,0.1643,0.0788,0.1172,0.1257,0.0085,0.1124,0.1465,0.0341,0.0734,0.237,0.1636,0.1061,0.4894,0.3833,0.1438,0.298,0.1542,0.1024,0.1152,0.0128,0.1642,0.123,-0.0412,0.0919,0.1777,0.0858,0.0813,0.2234,0.1421,0.0879
s004,7,43,0.1301,0.2021,0.072,0.1373,0.1516,0.0143,0.1328,0.0956,-0.0372,0.0966,0.2193,0.1227,0.1111,0.5706,0.4595,0.1584,0.2912,0.1328,0.1412,0.1986,0.0574,0.127,0.0711,-0.0559,0.1085,0.1631,0.0546,0.0808,0.181,0.1002,0.0903
s004,7,44,0.1124,0.2778,0.1654,0.128,0.1579,0.0299,0.1294,0.1051,-0.0243,0.0993,0.1977,0.0984,0.0995,0.4022,0.3027,0.1605,0.2563,0.0958,0.118,0.1157,-0.0023,0.1428,0.1056,-0.0372,0.0792,0.1164,0.0372,0.1032,0.2226,0.1194,0.0882
s004,7,45,0.1014,0.1319,0.0305,0.1243,0.1425,0.0182,0.1225,0.0876,-0.0349,0.0991,0.1996,0.1005,0.118,0.5973,0.4793,0.15,0.2076,0.0576,0.1156,0.1104,-0.0052,0.1457,0.0879,-0.0578,0.0874,0.1433,0.0559,0.0869,0.1945,0.1076,0.0744
s004,7,46,0.1219,0.1553,0.0334,0.1053,0.1235,0.0182,0.1117,0.0945,-0.0172,0.0874,0.1637,0.0763,0.0908,0.3469,0.2561,0.1671,0.1917,0.0246,0.1111,0.0758,-0.0353,0.1491,0.1056,-0.0435,0.0948,0.1721,0.0773,0.0971,0.2126,0.1155,0.0734
s004,7,47,0.1064,0.1449,0.0385,0.1466,0.1373,-0.0093,0.1178,0.0811,-0.0367,0.151,0.3603,0.2093,0.095,0.4121,0.3171,0.1549,0.1724,0.0175,0.1169,0.1218,0.0049,0.1428,0.1043,-0.0385,0.0842,0.1525,0.0683,0.0995,0.2076,0.1081,0.0824
s004,7,48,0.1056,0.1565,0.0509,0.1367,0.1444,0.0077,0.1227,0.1124,-0.0103,0.0898,0.2294,0.1396,0.1088,0.5213,0.4125,0.1569,0.186,0.0291,0.1148,0.1233,0.0085,0.1515,0.0879,-0.0636,0.0813,0.1341,0.0528,0.1103,0.2121,0.1018,0.0774
s004,7,49,0.1027,0.1678,0.0651,0.1423,0.1748,0.0325,0.1325,0.1769,0.0444,0.0892,0.1723,0.0831,0.1109,0.3739,0.263,0.1447,0.1666,0.0219,0.1188,0.1424,0.0236,0.179,0.1143,-0.0647,0.0978,0.1648,0.067,0.0956,0.2216,0.126,0.0839
s004,7,50,0.118,0.195,0.077,0.1132,0.1444,0.0312,0.1235,0.1497,0.0262,0.0816,0.1977,0.1161,0.0961,0.3614,0.2653,0.198,0.2492,0.0512,0.1194,0.1181,-0.0013,0.1344,0.0753,-0.0591,0.0829,0.146,0.0631,0.0895,0.196,0.1065,0.0927
s004,8,1,0.0985,0.1512,0.0527,0.0985,0.1355,0.037,0.09,0.0974,0.0074,0.0401,0.2599,0.2198,0.066,0.3622,0.2962,0.1094,0.1654,0.056,0.0943,0.0819,-0.0124,0.1305,0.1202,-0.0103,0.075,0.1201,0.0451,0.0797,0.1881,0.1084,0.0779
s004,8,2,0.1,0.1633,0.0633,0.1011,0.1106,0.0095,0.0964,0.0626,-0.0338,0.0684,0.2473,0.1789,0.0834,0.3482,0.2648,0.1346,0.1835,0.0489,0.1067,0.0843,-0.0224,0.1323,0.1561,0.0238,0.085,0.1428,0.0578,0.1037,0.2136,0.1099,0.0663
s004,8,3,0.104,0.1686,0.0646,0.0884,0.1328,0.0444,0.0977,0.1542,0.0565,0.0734,0.256,0.1826,0.0882,0.3461,0.2579,0.1117,0.1537,0.042,0.1196,0.1183,-0.0013,0.1112,0.13,0.0188,0.09,0.1525,0.0625,0.1035,0.2195,0.116,0.0726
s004,8,4,0.0942,0.248,0.1538,0.0784,0.1249,0.0465,0.1032,0.1209,0.0177,0.0715,0.2536,0.1821,0.076,0.3753,0.2993,0.108,0.1666,0.0586,0.1222,0.1265,0.0043,0.113,0.1532,0.0402,0.0805,0.1396,0.0591,0.0874,0.2108,0.1234,0.0681
